#timestep  occupied-CPU  total-CPU  utilization  queuingjobs
1    0    1024    0.0    1
2    0    1024    0.0    3
3    0    1024    0.0    3
4    128    1024    0.125    12
5    22    1024    0.021484375    54
6    16    1024    0.015625    71
7    7    1024    0.0068359375    73
8    15    1024    0.0146484375    44
9    0    1024    0.0    33
10    36    1024    0.03515625    21
11    4    1024    0.00390625    5
12    144    1024    0.140625    0
13    0    1024    0.0    0
14    16    1024    0.015625    0
15    16    1024    0.015625    0
16    0    1024    0.0    2
17    0    1024    0.0    14
18    0    1024    0.0    13
19    0    1024    0.0    12
20    0    1024    0.0    16
21    32    1024    0.03125    9
22    0    1024    0.0    21
23    0    1024    0.0    19
24    0    1024    0.0    18
25    0    1024    0.0    37
26    0    1024    0.0    38
27    0    1024    0.0    38
28    0    1024    0.0    29
29    32    1024    0.03125    33
30    0    1024    0.0    50
31    228    1024    0.22265625    50
32    64    1024    0.0625    69
33    96    1024    0.09375    100
34    20    1024    0.01953125    71
35    0    1024    0.0    49
36    176    1024    0.171875    6
37    0    1024    0.0    6
38    101    1024    0.0986328125    13
39    15    1024    0.0146484375    36
40    0    1024    0.0    80
41    0    1024    0.0    90
42    32    1024    0.03125    100
43    40    1024    0.0390625    55
44    40    1024    0.0390625    23
45    86    1024    0.083984375    2
46    0    1024    0.0    1
47    196    1024    0.19140625    3
48    16    1024    0.015625    49
49    2    1024    0.001953125    62
50    0    1024    0.0    88
51    0    1024    0.0    87
52    0    1024    0.0    85
53    0    1024    0.0    74
54    80    1024    0.078125    44
55    5    1024    0.0048828125    26
56    106    1024    0.103515625    18
57    208    1024    0.203125    68
58    64    1024    0.0625    102
59    0    1024    0.0    134
60    0    1024    0.0    116
61    64    1024    0.0625    91
62    0    1024    0.0    63
63    88    1024    0.0859375    44
64    0    1024    0.0    9

average cpu utilization is: 0.0334930419922
average ssd utilization is: 0.44841003418
average gpu utilization is: 0.44841003418
average utilization is: 0.310104370117
average queuing jobs are: 40.359375
maximum queuing jobs are: 134


#job_number  submit  dispatch  queue  cpu#  runtime  weight  response(turnaround)  cpu_aspl  cpu_diameter
175    1563522520.76    1563522524.21    3.45499992371    4    0.0232    0.0928    3.47819992371    0.0    0
176    1563522520.79    1563522524.22    3.4279999733    32    0.0115    0.368    3.4394999733    0.0    0
177    1563522520.84    1563522524.27    3.43799996376    32    0.0183    0.5856    3.45629996376    0.0    0
178    1563522520.86    1563522524.33    3.46500015259    32    0.2683    8.5856    3.73330015259    0.0    0
179    1563522520.93    1563522524.38    3.45399999619    4    0.0101    0.0404    3.46409999619    0.0    0
180    1563522520.99    1563522524.38    3.39699983597    1    0.0012    0.0012    3.39819983597    0.0    0
181    1563522521.02    1563522524.38    3.36800003052    1    0.0012    0.0012    3.36920003052    0.0    0
182    1563522521.07    1563522524.38    3.3100001812    1    0.001    0.001    3.3110001812    0.0    0
183    1563522521.11    1563522524.39    3.27999997139    1    0.0007    0.0007    3.28069997139    0.0    0
184    1563522521.16    1563522524.39    3.23000001907    64    0.0247    1.5808    3.25470001907    0.0    0
185    1563522521.16    1563522524.59    3.4279999733    32    0.0286    0.9152    3.4565999733    0.0    0
186    1563522521.2    1563522524.64    3.44199991226    64    0.0243    1.5552    3.46629991226    0.0    0
187    1563522521.21    1563522524.86    3.65000009537    32    0.0895    2.864    3.73950009537    0.0    0
188    1563522521.23    1563522524.91    3.68400001526    64    0.0221    1.4144    3.70610001526    0.0    0
189    1563522521.33    1563522525.11    3.78400015831    32    0.2674    8.5568    4.05140015831    0.0    0
190    1563522521.57    1563522525.18    3.61000013351    1    0.0011    0.0011    3.61110013351    0.0    0
191    1563522522.27    1563522525.18    2.91799998283    32    0.9078    29.0496    3.82579998283    0.0    0
192    1563522523.18    1563522525.23    2.05899977684    128    1.0925    139.84    3.15149977684    0.0    0
193    1563522524.27    1563522526.09    1.82300019264    16    0.6959    11.1344    2.51890019264    0.0    0
194    1563522525.3    1563522526.11    0.81299996376    1    0.0004    0.0004    0.81339996376    0.0    0
195    1563522526.98    1563522526.98    0.0    1    0.0009    0.0009    0.0009    0.0    0
196    1563522527.04    1563522527.04    0.0    1    0.0008    0.0008    0.0008    0.0    0
197    1563522527.5    1563522527.5    0.0    1    0.0008    0.0008    0.0008    0.0    0
198    1563522527.62    1563522527.62    0.0    16    1.9761    31.6176    1.9761    0.0    0
199    1563522529.6    1563522529.6    0.0    1    0.0015    0.0015    0.0015    0.0    0
200    1563522529.6    1563522529.6    0.0    128    0.0016    0.2048    0.0016    0.0    0
201    1563522529.63    1563522530.41    0.781000137329    128    0.0107    1.3696    0.791700137329    0.0    0
202    1563522530.56    1563522531.32    0.754999876022    128    0.0096    1.2288    0.764599876022    0.0    0
203    1563522530.67    1563522532.15    1.48399996758    128    0.0393    5.0304    1.52329996758    0.0    0
204    1563522530.71    1563522533.25    2.53399991989    32    0.0127    0.4064    2.54669991989    0.0    0
205    1563522530.8    1563522533.31    2.51399993896    64    0.0176    1.1264    2.53159993896    0.0    0
206    1563522530.83    1563522533.61    2.77399992943    128    0.0164    2.0992    2.79039992943    0.0    0
207    1563522530.86    1563522534.61    3.75200009346    32    0.0112    0.3584    3.76320009346    0.0    0
208    1563522530.88    1563522534.68    3.79600000381    64    0.013    0.832    3.80900000381    0.0    0
209    1563522530.92    1563522534.89    3.96900010109    32    0.0103    0.3296    3.97930010109    0.0    0
210    1563522530.93    1563522534.94    4.00900006294    16    0.0801    1.2816    4.08910006294    0.0    0
211    1563522530.95    1563522534.96    4.0110001564    64    0.0136    0.8704    4.0246001564    0.0    0
212    1563522530.99    1563522535.18    4.19000005722    64    0.0118    0.7552    4.20180005722    0.0    0
213    1563522531.01    1563522535.4    4.38800001144    64    0.009    0.576    4.39700001144    0.0    0
214    1563522531.02    1563522535.65    4.62600016594    128    0.9627    123.2256    5.58870016594    0.0    0
215    1563522531.99    1563522536.48    4.49000000954    128    0.0    0.0    4.49000000954    0.0    0
216    1563522533.08    1563522537.27    4.19199991226    64    0.0    0.0    4.19199991226    0.0    0
217    1563522533.46    1563522537.48    4.02799987793    128    0.0    0.0    4.02799987793    0.0    0
218    1563522533.56    1563522538.32    4.75900006294    128    0.0    0.0    4.75900006294    0.0    0
219    1563522533.65    1563522539.17    5.52799987793    128    0.0    0.0    5.52799987793    0.0    0
220    1563522533.88    1563522540.03    6.15199995041    128    0.007    0.896    6.15899995041    0.0    0
221    1563522533.89    1563522540.86    6.96499991417    128    0.0641    8.2048    7.02909991417    0.0    0
222    1563522535.57    1563522541.72    6.15199995041    32    0.0078    0.2496    6.15979995041    0.0    0
223    1563522535.58    1563522541.77    6.19899988174    32    0.0084    0.2688    6.20739988174    0.0    0
224    1563522535.59    1563522541.84    6.25600004196    32    0.0091    0.2912    6.26510004196    0.0    0
225    1563522535.6    1563522541.9    6.30500006676    32    0.0084    0.2688    6.31340006676    0.0    0
226    1563522535.61    1563522541.96    6.35300016403    32    0.0089    0.2848    6.36190016403    0.0    0
227    1563522535.62    1563522542.02    6.40099978447    32    0.0082    0.2624    6.40919978447    0.0    0
228    1563522535.63    1563522542.08    6.44799995422    32    0.0103    0.3296    6.45829995422    0.0    0
229    1563522535.64    1563522542.13    6.49300003052    32    0.0102    0.3264    6.50320003052    0.0    0
230    1563522535.65    1563522542.19    6.53799986839    32    0.0102    0.3264    6.54819986839    0.0    0
231    1563522535.66    1563522542.24    6.58200001717    32    0.0103    0.3296    6.59230001717    0.0    0
232    1563522535.67    1563522542.3    6.62300014496    1    0.0011    0.0011    6.62410014496    0.0    0
233    1563522536.03    1563522542.3    6.26999998093    16    0.0196    0.3136    6.28959998093    0.0    0
234    1563522536.07    1563522542.32    6.25099992752    16    0.2429    3.8864    6.49389992752    0.0    0
235    1563522538.48    1563522542.33    3.85699987411    1    0.0134    0.0134    3.87039987411    0.0    0
236    1563522538.61    1563522542.34    3.72699999809    32    0.0135    0.432    3.74049999809    0.0    0
237    1563522538.62    1563522542.4    3.77199983597    32    0.0017    0.0544    3.77369983597    0.0    0
238    1563522538.69    1563522542.45    3.76300001144    32    0.0247    0.7904    3.78770001144    0.0    0
239    1563522538.73    1563522542.51    3.77500009537    32    0.0185    0.592    3.79350009537    0.0    0
240    1563522538.85    1563522542.56    3.71200013161    32    0.0153    0.4896    3.72730013161    0.0    0
241    1563522538.86    1563522542.63    3.76999998093    32    0.0014    0.0448    3.77139998093    0.0    0
242    1563522538.87    1563522542.7    3.83299994469    1    0.0019    0.0019    3.83489994469    0.0    0
243    1563522538.92    1563522542.7    3.78200006485    32    0.0143    0.4576    3.79630006485    0.0    0
244    1563522538.93    1563522542.76    3.82699990273    1    0.0014    0.0014    3.82839990273    0.0    0
245    1563522538.94    1563522542.76    3.82199978828    32    0.002    0.064    3.82399978828    0.0    0
246    1563522538.94    1563522542.82    3.882999897    1    0.0009    0.0009    3.883899897    0.0    0
247    1563522539.13    1563522542.82    3.69799995422    32    0.0141    0.4512    3.71209995422    0.0    0
248    1563522539.14    1563522542.88    3.73900008202    32    0.0017    0.0544    3.74070008202    0.0    0
249    1563522539.15    1563522542.93    3.78399991989    32    0.0152    0.4864    3.79919991989    0.0    0
250    1563522539.17    1563522542.99    3.81999993324    32    0.0019    0.0608    3.82189993324    0.0    0
251    1563522539.18    1563522543.04    3.86299991608    32    0.0252    0.8064    3.88819991608    0.0    0
252    1563522539.31    1563522543.1    3.79099988937    32    0.0208    0.6656    3.81179988937    0.0    0
253    1563522539.34    1563522543.15    3.81600022316    32    0.0235    0.752    3.83950022316    0.0    0
254    1563522539.38    1563522543.21    3.8259999752    32    0.0172    0.5504    3.8431999752    0.0    0
255    1563522539.5    1563522543.26    3.75500011444    32    0.0297    0.9504    3.78470011444    0.0    0
256    1563522539.64    1563522543.32    3.6779999733    32    0.9089    29.0848    4.5868999733    0.0    0
257    1563522540.55    1563522543.37    2.82099986076    128    0.3037    38.8736    3.12469986076    0.0    0
258    1563522540.85    1563522544.26    3.40599989891    128    0.9764    124.9792    4.38239989891    0.0    0
259    1563522541.83    1563522545.13    3.29299998283    32    0.9141    29.2512    4.20709998283    0.0    0
260    1563522541.83    1563522545.18    3.34200000763    16    0.1465    2.344    3.48850000763    0.0    0
261    1563522542.36    1563522545.19    2.83200001717    2    0.0008    0.0016    2.83280001717    0.0    0
262    1563522542.37    1563522545.2    2.83200001717    2    0.0005    0.001    2.83250001717    0.0    0
263    1563522542.37    1563522545.2    2.83299994469    2    0.0005    0.001    2.83349994469    0.0    0
264    1563522542.37    1563522545.2    2.83399987221    2    0.0008    0.0016    2.83479987221    0.0    0
265    1563522542.39    1563522545.2    2.80799984932    2    0.0304    0.0608    2.83839984932    0.0    0
266    1563522542.58    1563522545.2    2.62299990654    2    0.0008    0.0016    2.62379990654    0.0    0
267    1563522542.6    1563522545.2    2.60800004005    2    0.0009    0.0018    2.60890004005    0.0    0
268    1563522542.62    1563522545.21    2.58899998665    2    0.0007    0.0014    2.58969998665    0.0    0
269    1563522542.63    1563522545.21    2.57899999619    2    0.0006    0.0012    2.57959999619    0.0    0
270    1563522542.64    1563522545.21    2.56900000572    2    0.0011    0.0022    2.57010000572    0.0    0
271    1563522542.68    1563522545.21    2.52699995041    2    0.0015    0.003    2.52849995041    0.0    0
272    1563522542.69    1563522545.21    2.51699995995    2    0.0009    0.0018    2.51789995995    0.0    0
273    1563522542.77    1563522545.21    2.4430000782    2    0.0011    0.0022    2.4441000782    0.0    0
274    1563522542.8    1563522545.22    2.41200017929    2    0.0015    0.003    2.41350017929    0.0    0
275    1563522542.85    1563522545.22    2.36899995804    2    0.001    0.002    2.36999995804    0.0    0
276    1563522542.87    1563522545.22    2.34399986267    2    0.0007    0.0014    2.34469986267    0.0    0
277    1563522543.15    1563522545.22    2.0720000267    1    0.0007    0.0007    2.0727000267    0.0    0
278    1563522543.29    1563522545.22    1.93799996376    32    0.027    0.864    1.96499996376    0.0    0
279    1563522543.31    1563522545.28    1.96400022507    32    0.0017    0.0544    1.96570022507    0.0    0
280    1563522543.33    1563522545.33    2.00500011444    32    0.1248    3.9936    2.12980011444    0.0    0
281    1563522543.45    1563522545.39    1.9350001812    32    0.0021    0.0672    1.9371001812    0.0    0
282    1563522543.47    1563522545.44    1.97499990463    64    0.4654    29.7856    2.44039990463    0.0    0
283    1563522543.5    1563522545.65    2.14899992943    1    0.0021    0.0021    2.15109992943    0.0    0
284    1563522543.51    1563522545.65    2.14299988747    1    0.002    0.002    2.14499988747    0.0    0
285    1563522543.51    1563522545.65    2.13499999046    1    0.0056    0.0056    2.14059999046    0.0    0
286    1563522543.54    1563522545.65    2.11299991608    2    0.0046    0.0092    2.11759991608    0.0    0
287    1563522543.55    1563522545.65    2.10199999809    1    0.0003    0.0003    2.10229999809    0.0    0
288    1563522543.57    1563522545.65    2.08800005913    1    0.0023    0.0023    2.09030005913    0.0    0
289    1563522543.57    1563522545.65    2.08299994469    1    0.0227    0.0227    2.10569994469    0.0    0
290    1563522543.68    1563522545.66    1.97999978065    1    0.0038    0.0038    1.98379978065    0.0    0
291    1563522543.69    1563522545.66    1.97199988365    1    0.0021    0.0021    1.97409988365    0.0    0
292    1563522543.73    1563522545.66    1.92699980736    1    0.0192    0.0192    1.94619980736    0.0    0
293    1563522543.88    1563522545.66    1.78500008583    1    0.028    0.028    1.81300008583    0.0    0
294    1563522543.94    1563522545.66    1.72399997711    1    0.0011    0.0011    1.72509997711    0.0    0
295    1563522543.95    1563522545.66    1.70800018311    64    0.0814    5.2096    1.78940018311    0.0    0
296    1563522543.98    1563522545.89    1.91000008583    1    0.0024    0.0024    1.91240008583    0.0    0
297    1563522544.03    1563522545.89    1.86699986458    16    0.0908    1.4528    1.95779986458    0.0    0
298    1563522544.05    1563522545.91    1.85699987411    1    0.0045    0.0045    1.86149987411    0.0    0
299    1563522544.06    1563522545.91    1.85099983215    64    0.8666    55.4624    2.71759983215    0.0    0
300    1563522544.06    1563522546.15    2.08899998665    1    0.003    0.003    2.09199998665    0.0    0
301    1563522544.25    1563522546.15    1.89999985695    1    0.0004    0.0004    1.90039985695    0.0    0
302    1563522544.26    1563522546.15    1.89700007439    1    0.0002    0.0002    1.89720007439    0.0    0
303    1563522544.41    1563522546.16    1.74699997902    1    0.0013    0.0013    1.74829997902    0.0    0
304    1563522544.5    1563522546.16    1.66100001335    16    0.0    0.0    1.66100001335    0.0    0
305    1563522544.51    1563522546.17    1.66199994087    32    0.045    1.44    1.70699994087    0.0    0
306    1563522544.57    1563522546.22    1.65599989891    32    0.0251    0.8032    1.68109989891    0.0    0
307    1563522544.65    1563522546.28    1.63100004196    32    0.0177    0.5664    1.64870004196    0.0    0
308    1563522544.72    1563522546.33    1.60700011253    32    0.02    0.64    1.62700011253    0.0    0
309    1563522544.79    1563522546.38    1.59500002861    1    0.002    0.002    1.59700002861    0.0    0
310    1563522544.89    1563522546.38    1.49500012398    1    0.0029    0.0029    1.49790012398    0.0    0
311    1563522544.89    1563522546.38    1.49000000954    1    0.1102    0.1102    1.60020000954    0.0    0
312    1563522544.94    1563522546.38    1.4399998188    1    0.0281    0.0281    1.4680998188    0.0    0
313    1563522544.95    1563522546.38    1.4319999218    1    0.0043    0.0043    1.4362999218    0.0    0
314    1563522544.97    1563522546.39    1.41899991035    1    0.0024    0.0024    1.42139991035    0.0    0
315    1563522544.98    1563522546.39    1.41100001335    1    0.0103    0.0103    1.42130001335    0.0    0
316    1563522544.99    1563522546.39    1.39200019836    1    0.0024    0.0024    1.39440019836    0.0    0
317    1563522545.0    1563522546.39    1.38499999046    32    0.0024    0.0768    1.38739999046    0.0    0
318    1563522545.01    1563522546.44    1.43099999428    1    0.0    0.0    1.43099999428    0.0    0
319    1563522545.03    1563522546.45    1.41899991035    4    0.0025    0.01    1.42149991035    0.0    0
320    1563522545.19    1563522546.45    1.25800013542    128    0.0179    2.2912    1.27590013542    0.0    0
321    1563522545.21    1563522547.35    2.13599991798    1    0.0024    0.0024    2.13839991798    0.0    0
322    1563522545.21    1563522547.35    2.1360001564    1    0.0004    0.0004    2.1364001564    0.0    0
323    1563522545.22    1563522547.36    2.13400006294    64    0.4354    27.8656    2.56940006294    0.0    0
324    1563522545.22    1563522547.56    2.34100008011    4    0.0011    0.0044    2.34210008011    0.0    0
325    1563522545.22    1563522547.56    2.33899998665    8    0.0014    0.0112    2.34039998665    0.0    0
326    1563522545.23    1563522547.57    2.33500003815    16    0.0018    0.0288    2.33680003815    0.0    0
327    1563522545.24    1563522547.59    2.34000015259    1    0.0005    0.0005    2.34050015259    0.0    0
328    1563522545.26    1563522547.59    2.3259999752    1    0.0008    0.0008    2.3267999752    0.0    0
329    1563522545.29    1563522547.59    2.30399990082    32    0.0116    0.3712    2.31559990082    0.0    0
330    1563522545.3    1563522547.65    2.34800004959    32    0.4464    14.2848    2.79440004959    0.0    0
331    1563522545.35    1563522547.7    2.35700011253    32    0.011    0.352    2.36800011253    0.0    0
332    1563522545.37    1563522547.77    2.40200018883    32    0.0089    0.2848    2.41090018883    0.0    0
333    1563522545.38    1563522547.84    2.45200014114    4    0.001    0.004    2.45300014114    0.0    0
334    1563522545.39    1563522547.84    2.44899988174    8    0.001    0.008    2.44999988174    0.0    0
335    1563522545.39    1563522547.84    2.4509999752    1    0.0006    0.0006    2.4515999752    0.0    0
336    1563522545.4    1563522547.85    2.4470000267    8    0.0011    0.0088    2.4481000267    0.0    0
337    1563522545.44    1563522547.85    2.41400003433    8    0.004    0.032    2.41800003433    0.0    0
338    1563522545.45    1563522547.86    2.40899991989    2    0.0024    0.0048    2.41139991989    0.0    0
339    1563522545.45    1563522547.86    2.40500020981    1    0.0007    0.0007    2.40570020981    0.0    0
340    1563522545.46    1563522547.86    2.39300012589    2    0.0024    0.0048    2.39540012589    0.0    0
341    1563522545.49    1563522547.86    2.3710000515    32    0.0213    0.6816    2.3923000515    0.0    0
342    1563522545.54    1563522547.91    2.37800002098    32    0.1599    5.1168    2.53790002098    0.0    0
343    1563522545.68    1563522547.97    2.28800010681    1    0.0022    0.0022    2.29020010681    0.0    0
344    1563522545.69    1563522547.97    2.28200006485    32    0.0212    0.6784    2.30320006485    0.0    0
345    1563522545.79    1563522548.02    2.23699998856    1    0.0029    0.0029    2.23989998856    0.0    0
346    1563522545.79    1563522548.03    2.23500013351    32    0.0227    0.7264    2.25770013351    0.0    0
347    1563522545.81    1563522548.08    2.26600003242    1    0.0024    0.0024    2.26840003242    0.0    0
348    1563522545.82    1563522548.08    2.26099991798    4    0.011    0.044    2.27199991798    0.0    0
349    1563522545.82    1563522548.08    2.25800013542    2    0.2487    0.4974    2.50670013542    0.0    0
350    1563522545.89    1563522548.08    2.19400000572    1    0.0021    0.0021    2.19610000572    0.0    0
351    1563522545.89    1563522548.09    2.19000005722    64    0.0341    2.1824    2.22410005722    0.0    0
352    1563522545.96    1563522548.31    2.34599995613    1    0.0003    0.0003    2.34629995613    0.0    0
353    1563522545.98    1563522548.31    2.33599996567    1    0.0065    0.0065    2.34249996567    0.0    0
354    1563522545.99    1563522548.31    2.32799983025    1    0.0005    0.0005    2.32849983025    0.0    0
355    1563522545.99    1563522548.32    2.32000017166    8    0.0058    0.0464    2.32580017166    0.0    0
356    1563522546.0    1563522548.32    2.32400012016    1    0.0007    0.0007    2.32470012016    0.0    0
357    1563522546.0    1563522548.32    2.32100009918    1    0.016    0.016    2.33700009918    0.0    0
358    1563522546.02    1563522548.32    2.30599999428    1    0.0003    0.0003    2.30629999428    0.0    0
359    1563522546.02    1563522548.33    2.30100011826    1    0.001    0.001    2.30200011826    0.0    0
360    1563522546.03    1563522548.33    2.29999995232    1    0.0032    0.0032    2.30319995232    0.0    0
361    1563522546.03    1563522548.33    2.29699993134    2    0.0021    0.0042    2.29909993134    0.0    0
362    1563522546.04    1563522548.33    2.29299998283    1    0.0194    0.0194    2.31239998283    0.0    0
363    1563522546.04    1563522548.33    2.29199981689    16    0.0078    0.1248    2.29979981689    0.0    0
364    1563522546.04    1563522548.35    2.30999994278    8    0.0028    0.0224    2.31279994278    0.0    0
365    1563522546.05    1563522548.36    2.30799984932    8    0.0037    0.0296    2.31169984932    0.0    0
366    1563522546.05    1563522548.36    2.31100010872    32    0.0121    0.3872    2.32310010872    0.0    0
367    1563522546.06    1563522548.42    2.35699987411    8    0.0064    0.0512    2.36339987411    0.0    0
368    1563522546.06    1563522548.42    2.35899996758    64    0.0173    1.1072    2.37629996758    0.0    0
369    1563522546.07    1563522548.64    2.56599998474    1    0.0183    0.0183    2.58429998474    0.0    0
370    1563522546.08    1563522548.64    2.5569999218    32    0.0043    0.1376    2.5612999218    0.0    0
371    1563522546.11    1563522548.7    2.59200000763    4    0.0181    0.0724    2.61010000763    0.0    0
372    1563522546.11    1563522548.7    2.59099984169    2    0.0162    0.0324    2.60719984169    0.0    0
373    1563522546.12    1563522548.7    2.58199977875    2    0.0236    0.0472    2.60559977875    0.0    0
374    1563522546.13    1563522548.7    2.56999993324    1    0.0027    0.0027    2.57269993324    0.0    0
375    1563522546.14    1563522548.7    2.56500005722    1    0.004    0.004    2.56900005722    0.0    0
376    1563522546.16    1563522548.7    2.54399991035    4    0.0217    0.0868    2.56569991035    0.0    0
377    1563522546.2    1563522548.71    2.50500011444    8    0.0248    0.1984    2.52980011444    0.0    0
378    1563522546.41    1563522548.71    2.3029999733    1    0.0028    0.0028    2.3057999733    0.0    0
379    1563522546.48    1563522548.71    2.23300004005    1    0.0179    0.0179    2.25090004005    0.0    0
380    1563522546.51    1563522548.71    2.20499992371    2    0.0275    0.055    2.23249992371    0.0    0
381    1563522546.51    1563522548.71    2.2009999752    4    0.0282    0.1128    2.2291999752    0.0    0
382    1563522546.55    1563522548.71    2.16799998283    8    0.027    0.216    2.19499998283    0.0    0
383    1563522546.56    1563522548.72    2.16400003433    16    0.0347    0.5552    2.19870003433    0.0    0
384    1563522546.57    1563522548.74    2.16600012779    4    0.0239    0.0956    2.18990012779    0.0    0
385    1563522546.58    1563522548.74    2.16300010681    2    0.0219    0.0438    2.18490010681    0.0    0
386    1563522546.59    1563522548.74    2.15100002289    32    0.0453    1.4496    2.19630002289    0.0    0
387    1563522546.62    1563522548.82    2.20600008965    8    0.9005    7.204    3.10650008965    0.0    0
388    1563522546.71    1563522548.83    2.11100006104    1    0.0031    0.0031    2.11410006104    0.0    0
389    1563522546.72    1563522548.83    2.10500001907    16    0.0298    0.4768    2.13480001907    0.0    0
390    1563522546.73    1563522548.85    2.1210000515    2    0.0023    0.0046    2.1233000515    0.0    0
391    1563522546.73    1563522548.85    2.11999988556    1    0.0043    0.0043    2.12429988556    0.0    0
392    1563522546.73    1563522548.85    2.11400008202    4    0.0029    0.0116    2.11690008202    0.0    0
393    1563522546.74    1563522548.85    2.10899996758    4    0.0706    0.2824    2.17959996758    0.0    0
394    1563522546.74    1563522548.86    2.11100006104    8    0.0022    0.0176    2.11320006104    0.0    0
395    1563522546.75    1563522548.86    2.11199998856    2    0.0679    0.1358    2.17989998856    0.0    0
396    1563522546.76    1563522548.86    2.10599994659    16    0.0028    0.0448    2.10879994659    0.0    0
397    1563522546.76    1563522548.88    2.12599992752    1    0.0008    0.0008    2.12679992752    0.0    0
398    1563522546.76    1563522548.88    2.12199997902    1    0.0031    0.0031    2.12509997902    0.0    0
399    1563522546.77    1563522548.89    2.1210000515    16    0.0037    0.0592    2.1247000515    0.0    0
400    1563522546.78    1563522548.91    2.12999987602    32    0.0025    0.08    2.13249987602    0.0    0
401    1563522546.84    1563522548.97    2.12299990654    1    0.0035    0.0035    2.12649990654    0.0    0
402    1563522546.85    1563522548.97    2.11500000954    1    0.0042    0.0042    2.11920000954    0.0    0
403    1563522546.87    1563522548.97    2.10100007057    4    0.0617    0.2468    2.16270007057    0.0    0
404    1563522546.87    1563522548.97    2.10100007057    2    0.0598    0.1196    2.16080007057    0.0    0
405    1563522546.95    1563522548.97    2.02799987793    32    0.0217    0.6944    2.04969987793    0.0    0
406    1563522547.0    1563522549.03    2.03100013733    64    0.0237    1.5168    2.05470013733    0.0    0
407    1563522547.03    1563522549.25    2.21900010109    64    0.0236    1.5104    2.24260010109    0.0    0
408    1563522547.14    1563522549.44    2.30700016022    1    0.0029    0.0029    2.30990016022    0.0    0
409    1563522547.18    1563522549.44    2.26399993896    64    0.0225    1.44    2.28649993896    0.0    0
410    1563522547.28    1563522549.65    2.36899995804    1    0.0009    0.0009    2.36989995804    0.0    0
411    1563522547.29    1563522549.65    2.36800003052    4    0.0107    0.0428    2.37870003052    0.0    0
412    1563522547.3    1563522549.66    2.35599994659    1    0.1001    0.1001    2.45609994659    0.0    0
413    1563522547.32    1563522549.66    2.33700013161    64    0.2926    18.7264    2.62960013161    0.0    0
414    1563522547.39    1563522549.89    2.50199985504    2    0.0031    0.0062    2.50509985504    0.0    0
415    1563522547.4    1563522549.89    2.4929997921    2    0.0018    0.0036    2.4947997921    0.0    0
416    1563522547.41    1563522549.89    2.48699998856    1    0.0012    0.0012    2.48819998856    0.0    0
417    1563522547.44    1563522549.9    2.45500016212    1    0.0013    0.0013    2.45630016212    0.0    0
418    1563522547.58    1563522549.9    2.3149998188    2    0.0013    0.0026    2.3162998188    0.0    0
419    1563522547.6    1563522549.9    2.30400013924    2    0.0032    0.0064    2.30720013924    0.0    0
420    1563522547.6    1563522549.9    2.30099987984    1    0.0011    0.0011    2.30209987984    0.0    0
421    1563522547.6    1563522549.9    2.30100011826    2    0.0019    0.0038    2.30290011826    0.0    0
422    1563522547.62    1563522549.91    2.29100012779    1    0.0004    0.0004    2.29140012779    0.0    0
423    1563522547.63    1563522549.91    2.27999997139    1    0.0011    0.0011    2.28109997139    0.0    0
424    1563522547.63    1563522549.91    2.27699995041    64    0.1527    9.7728    2.42969995041    0.0    0
425    1563522547.65    1563522550.13    2.47699999809    1    0.0008    0.0008    2.47779999809    0.0    0
426    1563522547.65    1563522550.13    2.47799992561    2    0.003    0.006    2.48099992561    0.0    0
427    1563522547.66    1563522550.13    2.47399997711    2    0.0016    0.0032    2.47559997711    0.0    0
428    1563522547.67    1563522550.14    2.46199989319    2    0.0038    0.0076    2.46579989319    0.0    0
429    1563522547.73    1563522550.14    2.40499997139    2    0.0014    0.0028    2.40639997139    0.0    0
430    1563522547.74    1563522550.14    2.40299987793    2    0.002    0.004    2.40499987793    0.0    0
431    1563522547.79    1563522550.14    2.34800004959    1    0.0005    0.0005    2.34850004959    0.0    0
432    1563522547.8    1563522550.14    2.34599995613    1    0.001    0.001    2.34699995613    0.0    0
433    1563522547.8    1563522550.14    2.34100008011    2    0.0016    0.0032    2.34260008011    0.0    0
434    1563522547.81    1563522550.15    2.33599996567    64    0.4765    30.496    2.81249996567    0.0    0
435    1563522547.82    1563522550.38    2.56999993324    2    0.0028    0.0056    2.57279993324    0.0    0
436    1563522547.82    1563522550.38    2.56100010872    1    0.0017    0.0017    2.56270010872    0.0    0
437    1563522547.84    1563522550.39    2.54299998283    2    0.0021    0.0042    2.54509998283    0.0    0
438    1563522547.85    1563522550.39    2.54200005531    2    0.0026    0.0052    2.54460005531    0.0    0
439    1563522548.3    1563522550.39    2.08999991417    1    0.0011    0.0011    2.09109991417    0.0    0
440    1563522548.41    1563522550.39    1.98099994659    16    0.0105    0.168    1.99149994659    0.0    0
441    1563522548.43    1563522550.41    1.97399997711    1    0.0023    0.0023    1.97629997711    0.0    0
442    1563522548.44    1563522550.41    1.96899986267    1    0.0025    0.0025    1.97149986267    0.0    0
443    1563522548.45    1563522550.41    1.96199989319    1    0.009    0.009    1.97099989319    0.0    0
444    1563522548.46    1563522550.41    1.9509999752    16    0.0039    0.0624    1.9548999752    0.0    0
445    1563522548.48    1563522550.43    1.95300006866    16    0.0029    0.0464    1.95590006866    0.0    0
