#timestep  occupied-CPU  total-CPU  utilization  queuingjobs
1    4    1024    0.00390625    0
2    4    1024    0.00390625    8
3    0    1024    0.0    15
4    0    1024    0.0    25
5    0    1024    0.0    29
6    0    1024    0.0    38
7    0    1024    0.0    47
8    64    1024    0.0625    48
9    0    1024    0.0    63
10    0    1024    0.0    70
11    256    1024    0.25    77
12    0    1024    0.0    79
13    0    1024    0.0    87
14    288    1024    0.28125    85
15    0    1024    0.0    98
16    0    1024    0.0    111
17    336    1024    0.328125    119
18    16    1024    0.015625    119
19    0    1024    0.0    129
20    0    1024    0.0    137
21    0    1024    0.0    144
22    0    1024    0.0    154
23    0    1024    0.0    161
24    2    1024    0.001953125    169
25    0    1024    0.0    179
26    0    1024    0.0    189
27    0    1024    0.0    197
28    0    1024    0.0    205
29    0    1024    0.0    215
30    0    1024    0.0    223
31    0    1024    0.0    229
32    0    1024    0.0    237
33    0    1024    0.0    249
34    0    1024    0.0    258
35    0    1024    0.0    270
36    0    1024    0.0    280
37    20    1024    0.01953125    285
38    0    1024    0.0    293
39    0    1024    0.0    299
40    172    1024    0.16796875    301
41    0    1024    0.0    314
42    0    1024    0.0    329
43    256    1024    0.25    338
44    0    1024    0.0    349
45    0    1024    0.0    361
46    256    1024    0.25    366
47    0    1024    0.0    372
48    0    1024    0.0    380
49    276    1024    0.26953125    392
50    0    1024    0.0    398
51    0    1024    0.0    406
52    0    1024    0.0    419
53    0    1024    0.0    425
54    0    1024    0.0    429
55    0    1024    0.0    440
56    0    1024    0.0    456
57    0    1024    0.0    467
58    0    1024    0.0    481
59    119    1024    0.1162109375    486
60    0    1024    0.0    494
61    0    1024    0.0    505
62    4    1024    0.00390625    509
63    0    1024    0.0    527
64    0    1024    0.0    535
65    0    1024    0.0    543
66    0    1024    0.0    554
67    0    1024    0.0    560
68    0    1024    0.0    572
69    0    1024    0.0    579
70    0    1024    0.0    589
71    80    1024    0.078125    588
72    0    1024    0.0    597
73    0    1024    0.0    605
74    256    1024    0.25    609
75    0    1024    0.0    616
76    0    1024    0.0    625
77    256    1024    0.25    632
78    0    1024    0.0    638
79    0    1024    0.0    651
80    4    1024    0.00390625    659
81    168    1024    0.1640625    657
82    0    1024    0.0    663
83    0    1024    0.0    674
84    320    1024    0.3125    685
85    68    1024    0.06640625    689
86    0    1024    0.0    693
87    0    1024    0.0    707
88    0    1024    0.0    718
89    0    1024    0.0    735
90    0    1024    0.0    745
91    352    1024    0.34375    754
92    0    1024    0.0    767
93    0    1024    0.0    773
94    256    1024    0.25    780
95    0    1024    0.0    790
96    0    1024    0.0    806
97    263    1024    0.2568359375    809
98    0    1024    0.0    814
99    0    1024    0.0    829
100    0    1024    0.0    837
101    64    1024    0.0625    834
102    0    1024    0.0    834
103    0    1024    0.0    834
104    0    1024    0.0    832
105    0    1024    0.0    832
106    0    1024    0.0    832
107    0    1024    0.0    828
108    0    1024    0.0    828
109    256    1024    0.25    827
110    0    1024    0.0    826
111    0    1024    0.0    826
112    0    1024    0.0    826
113    8    1024    0.0078125    817
114    0    1024    0.0    817
115    0    1024    0.0    817
116    0    1024    0.0    815
117    0    1024    0.0    815
118    0    1024    0.0    815
119    73    1024    0.0712890625    804
120    0    1024    0.0    804
121    0    1024    0.0    804
122    96    1024    0.09375    797
123    0    1024    0.0    795
124    0    1024    0.0    795
125    0    1024    0.0    795
126    0    1024    0.0    793
127    0    1024    0.0    793
128    0    1024    0.0    793
129    0    1024    0.0    792
130    0    1024    0.0    792
131    0    1024    0.0    792
132    212    1024    0.20703125    773
133    0    1024    0.0    772
134    0    1024    0.0    772
135    0    1024    0.0    772
136    0    1024    0.0    769
137    0    1024    0.0    769
138    272    1024    0.265625    765
139    4    1024    0.00390625    760
140    0    1024    0.0    760
141    0    1024    0.0    760
142    256    1024    0.25    759
143    0    1024    0.0    759
144    0    1024    0.0    759
145    0    1024    0.0    754
146    0    1024    0.0    754
147    0    1024    0.0    754
148    0    1024    0.0    747
149    0    1024    0.0    747
150    0    1024    0.0    747
151    256    1024    0.25    744
152    0    1024    0.0    744
153    0    1024    0.0    744
154    68    1024    0.06640625    738
155    0    1024    0.0    738
156    0    1024    0.0    738
157    64    1024    0.0625    736
158    4    1024    0.00390625    734
159    0    1024    0.0    734
160    0    1024    0.0    734
161    0    1024    0.0    733
162    0    1024    0.0    733
163    0    1024    0.0    733
164    20    1024    0.01953125    728
165    0    1024    0.0    728
166    0    1024    0.0    728
167    0    1024    0.0    728
168    0    1024    0.0    725
169    0    1024    0.0    725
170    0    1024    0.0    725
171    320    1024    0.3125    720
172    68    1024    0.06640625    716
173    0    1024    0.0    716
174    0    1024    0.0    716
175    272    1024    0.265625    713
176    0    1024    0.0    711
177    0    1024    0.0    711
178    0    1024    0.0    711
179    279    1024    0.2724609375    709
180    0    1024    0.0    709
181    0    1024    0.0    709
182    0    1024    0.0    709
183    0    1024    0.0    707
184    0    1024    0.0    707
185    0    1024    0.0    707
186    0    1024    0.0    707
187    128    1024    0.125    704
188    0    1024    0.0    704
189    0    1024    0.0    704
190    0    1024    0.0    704
191    16    1024    0.015625    702
192    0    1024    0.0    702
193    0    1024    0.0    702
194    256    1024    0.25    698
195    0    1024    0.0    698
196    0    1024    0.0    698
197    0    1024    0.0    698
198    8    1024    0.0078125    690
199    0    1024    0.0    690
200    0    1024    0.0    690
201    0    1024    0.0    690
202    256    1024    0.25    687
203    16    1024    0.015625    683
204    0    1024    0.0    683
205    0    1024    0.0    683
206    0    1024    0.0    683
207    0    1024    0.0    682
208    0    1024    0.0    682
209    0    1024    0.0    682
210    0    1024    0.0    681
211    0    1024    0.0    681
212    0    1024    0.0    681
213    0    1024    0.0    681
214    0    1024    0.0    680
215    0    1024    0.0    680
216    0    1024    0.0    680
217    0    1024    0.0    680
218    0    1024    0.0    677
219    0    1024    0.0    677
220    0    1024    0.0    677
221    0    1024    0.0    675
222    0    1024    0.0    675
223    0    1024    0.0    675
224    0    1024    0.0    675
225    22    1024    0.021484375    674
226    0    1024    0.0    674
227    0    1024    0.0    674
228    0    1024    0.0    674
229    320    1024    0.3125    670
230    0    1024    0.0    670
231    0    1024    0.0    670
232    0    1024    0.0    670
233    0    1024    0.0    669
234    0    1024    0.0    668
235    0    1024    0.0    668
236    0    1024    0.0    668
237    260    1024    0.25390625    664
238    0    1024    0.0    664
239    0    1024    0.0    664
240    0    1024    0.0    664
241    84    1024    0.08203125    659
242    0    1024    0.0    659
243    0    1024    0.0    659
244    0    1024    0.0    659
245    260    1024    0.25390625    657
246    0    1024    0.0    657
247    0    1024    0.0    657
248    0    1024    0.0    657
249    0    1024    0.0    656
250    0    1024    0.0    656
251    0    1024    0.0    656
252    4    1024    0.00390625    647
253    0    1024    0.0    647
254    0    1024    0.0    647
255    64    1024    0.0625    642
256    0    1024    0.0    642
257    0    1024    0.0    642
258    0    1024    0.0    641
259    0    1024    0.0    641
260    0    1024    0.0    641
261    336    1024    0.328125    637
262    0    1024    0.0    637
263    0    1024    0.0    637
264    64    1024    0.0625    633
265    0    1024    0.0    633
266    0    1024    0.0    633
267    0    1024    0.0    633
268    0    1024    0.0    632
269    0    1024    0.0    632
270    0    1024    0.0    632
