,aspl,diameter,hosts,number of nodes,switches
193,2.28333333333,3,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341]",16,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317]"
194,0.0,0,[1024],1,[0]
195,0.0,0,[1024],1,[0]
196,0.0,0,[1024],1,[0]
197,0.0,0,[1024],1,[0]
198,2.28333333333,3,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341]",16,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317]"
199,0.0,0,[1153],1,[129]
200,4.18897637795,6,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 32, 3, 748, 79, 245, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451]"
201,4.35814468504,6,"[1038, 1312, 1737, 1516, 1165, 1138, 1849, 1178, 1441, 1346, 2027, 1455, 1044, 1755, 1340, 1955, 1775, 1972, 1973, 1703, 1226, 1131, 1133, 1488, 1272, 1036, 1519, 1560, 1081, 1510, 1709, 1265, 1853, 1573, 1869, 1555, 2030, 1887, 1733, 1062, 1877, 1144, 1307, 1468, 1314, 1283, 2028, 1359, 1525, 1596, 1117, 1124, 1549, 1917, 1246, 1989, 1793, 1072, 1878, 1879, 1919, 1025, 1101, 1326, 1722, 1499, 1032, 1743, 1266, 1171, 1173, 1078, 1759, 1536, 1606, 1607, 1647, 1040, 1717, 2023, 1096, 2039, 1050, 1467, 1469, 1528, 1822, 1823, 1907, 1076, 1812, 1882, 1883, 1920, 1321, 1401, 1562, 1952, 1953, 1898, 1418, 1695, 1665, 1997, 1810, 1811, 1851, 1532, 1925, 1192, 1353, 1781, 1702, 1289, 1654, 1431, 1704, 1035, 1518, 1487, 1457, 2040, 1049, 1220, 1931, 1105, 1522, 1691]",128,"[14, 288, 713, 492, 141, 114, 825, 154, 417, 322, 1003, 431, 20, 731, 316, 931, 751, 948, 949, 679, 202, 107, 109, 464, 248, 12, 495, 536, 57, 486, 685, 241, 829, 549, 845, 531, 1006, 863, 709, 38, 853, 120, 283, 444, 290, 259, 1004, 335, 501, 572, 93, 100, 525, 893, 222, 965, 769, 48, 854, 855, 895, 1, 77, 302, 698, 475, 8, 719, 242, 147, 149, 54, 735, 512, 582, 583, 623, 16, 693, 999, 72, 1015, 26, 443, 445, 504, 798, 799, 883, 52, 788, 858, 859, 896, 297, 377, 538, 928, 929, 874, 394, 671, 641, 973, 786, 787, 827, 508, 901, 168, 329, 757, 678, 265, 630, 407, 680, 11, 494, 463, 433, 1016, 25, 196, 907, 81, 498, 667]"
202,4.18897637795,6,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 32, 3, 748, 79, 245, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451]"
203,4.78125,9,"[1477, 1305, 1178, 1319, 1733, 1350, 1649, 1307, 1393, 1883, 1713, 1479, 1947, 1176, 1414, 1664, 1876, 1168, 1672, 1190, 1468, 1641, 1069, 1042, 1716, 1095, 1297, 1235, 1462, 1029, 1874, 1875, 1317, 1900, 1106, 1799, 1821, 1611, 1872, 1890, 1159, 1128, 1964, 1766, 1031, 1116, 1480, 1379, 1771, 1412, 1552, 1147, 1171, 1263, 1775, 1907, 1301, 1526, 1536, 1956, 1207, 1062, 1877, 1144, 1192, 1417, 1586, 1712, 2009, 1537, 1466, 1901, 1669, 1878, 1465, 1405, 1548, 1845, 1965, 1352, 1746, 1523, 1798, 1188, 1303, 1210, 1530, 1834, 1824, 1406, 1101, 1724, 1306, 1639, 1224, 1655, 1679, 1342, 1661, 1640, 1483, 1452, 1423, 1976, 1497, 1520, 1169, 2024, 1993, 1886, 1666, 1193, 1381, 1485, 1191, 1039, 1761, 1077, 1936, 1457, 1542, 1966, 1853, 1888, 1219, 1986, 1848, 1677]",128,"[453, 281, 154, 295, 709, 326, 625, 283, 369, 859, 689, 455, 923, 152, 390, 640, 852, 144, 648, 166, 444, 617, 45, 18, 692, 71, 273, 211, 438, 5, 850, 851, 293, 876, 82, 775, 797, 587, 848, 866, 135, 104, 940, 742, 7, 92, 456, 355, 747, 388, 528, 123, 147, 239, 751, 883, 277, 502, 512, 932, 183, 38, 853, 120, 168, 393, 562, 688, 985, 513, 442, 877, 645, 854, 441, 381, 524, 821, 941, 328, 722, 499, 774, 164, 279, 186, 506, 810, 800, 382, 77, 700, 282, 615, 200, 631, 655, 318, 637, 616, 459, 428, 399, 952, 473, 496, 145, 1000, 969, 862, 642, 169, 357, 461, 167, 15, 737, 53, 912, 433, 518, 942, 829, 864, 195, 962, 824, 653]"
204,2.98991935484,4,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228]",32,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204]"
205,3.84325396825,5,"[1389, 1960, 1291, 1260, 1231, 1201, 1784, 1602, 1550, 1652, 2012, 1053, 1862, 1449, 1162, 1164, 1814, 1247, 1959, 1482, 1387, 1294, 1943, 1528, 1088, 1313, 1802, 1102, 1427, 2010, 1275, 1868, 1072, 1074, 1043, 1788, 1119, 1987, 1988, 1836, 1805, 1938, 1213, 1886, 1031, 2007, 2028, 1782, 1335, 1693, 1694, 1892, 1523, 1970, 1683, 1881, 1882, 1513, 1615, 1929, 1081, 1754, 1822, 1792]",64,"[365, 936, 267, 236, 207, 177, 760, 578, 526, 628, 988, 29, 838, 425, 138, 140, 790, 223, 935, 458, 363, 270, 919, 504, 64, 289, 778, 78, 403, 986, 251, 844, 48, 50, 19, 764, 95, 963, 964, 812, 781, 914, 189, 862, 7, 983, 1004, 758, 311, 669, 670, 868, 499, 946, 659, 857, 858, 489, 591, 905, 57, 730, 798, 768]"
206,4.19968011811,6,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475, 1477]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 32, 3, 748, 79, 245, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451, 453]"
207,3.06653225806,4,"[1389, 1960, 1291, 1260, 1231, 1201, 1784, 1305, 1602, 1550, 1652, 2012, 1053, 1862, 1449, 1162, 1164, 1814, 1247, 1959, 1482, 1387, 1294, 1943, 1528, 1088, 1313, 1802, 1102, 1427, 2010, 1275]",32,"[365, 936, 267, 236, 207, 177, 760, 281, 578, 526, 628, 988, 29, 838, 425, 138, 140, 790, 223, 935, 458, 363, 270, 919, 504, 64, 289, 778, 78, 403, 986, 251]"
208,3.45535714286,4,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086]",64,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62]"
209,3.06653225806,4,"[1389, 1960, 1291, 1260, 1231, 1201, 1784, 1305, 1602, 1550, 1652, 2012, 1053, 1862, 1449, 1162, 1164, 1814, 1247, 1959, 1482, 1387, 1294, 1943, 1528, 1088, 1313, 1802, 1102, 1427, 2010, 1275]",32,"[365, 936, 267, 236, 207, 177, 760, 281, 578, 526, 628, 988, 29, 838, 425, 138, 140, 790, 223, 935, 458, 363, 270, 919, 504, 64, 289, 778, 78, 403, 986, 251]"
210,2.28333333333,3,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341]",16,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317]"
211,3.68204365079,5,"[1185, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1090, 1771, 1199, 1300, 2011, 1084, 1410, 1412, 1125, 1614, 1495, 1566, 1343, 1858, 1926, 2033, 1552, 1105, 1719, 1720, 1472, 1674, 1261, 1486, 1299, 1882, 1147, 1664, 1097, 1840, 1171, 1140, 1142, 1111, 2006, 1799, 1800, 1265, 1938, 1601, 1289, 1944, 1275, 1244, 1246, 1215, 1217, 1219, 1805, 1462, 1661, 1502, 1733, 1537, 1328, 1622]",64,"[161, 32, 3, 748, 79, 245, 828, 349, 66, 747, 175, 276, 987, 60, 386, 388, 101, 590, 471, 542, 319, 834, 902, 1009, 528, 81, 695, 696, 448, 650, 237, 462, 275, 858, 123, 640, 73, 816, 147, 116, 118, 87, 982, 775, 776, 241, 914, 577, 265, 920, 251, 220, 222, 191, 193, 195, 781, 438, 637, 478, 709, 513, 304, 598]"
212,3.69494047619,5,"[1187, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1216, 1218, 1932, 1263, 1429, 2012, 1533, 1282, 1189, 1094, 1775, 1048, 1759, 1856, 1156, 1158, 1127, 1680, 1201, 1113, 1604, 1672, 1682, 1235, 1593, 1594, 1907, 1922, 1355, 1714, 1301, 1526, 1528, 1241, 1634, 1545, 1546, 1556, 1624, 1859, 1770, 1035, 1360, 1562, 1149, 1374, 1250, 1931, 1359, 1460, 1659, 1244, 1184, 1347, 1508, 1933]",64,"[163, 321, 36, 261, 750, 119, 702, 479, 192, 194, 908, 239, 405, 988, 509, 258, 165, 70, 751, 24, 735, 832, 132, 134, 103, 656, 177, 89, 580, 648, 658, 211, 569, 570, 883, 898, 331, 690, 277, 502, 504, 217, 610, 521, 522, 532, 600, 835, 746, 11, 336, 538, 125, 350, 226, 907, 335, 436, 635, 220, 160, 323, 484, 909]"
213,3.65922619048,5,"[1185, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1090, 1771, 1294, 1199, 1300, 2011, 1084, 1410, 1412, 1125, 1614, 1495, 1566, 1343, 1858, 1926, 2033, 1552, 1105, 1719, 1720, 1472, 1674, 1261, 1486, 1299, 1882, 1147, 1664, 1097, 1840, 1171, 1140, 1142, 1111, 2006, 1799, 1800, 1265, 1938, 1601, 1289, 1944, 1275, 1244, 1246, 1215, 1217, 1219, 1805, 1462, 1661, 1502, 1733, 1537, 1328]",64,"[161, 32, 3, 748, 79, 245, 828, 349, 66, 747, 270, 175, 276, 987, 60, 386, 388, 101, 590, 471, 542, 319, 834, 902, 1009, 528, 81, 695, 696, 448, 650, 237, 462, 275, 858, 123, 640, 73, 816, 147, 116, 118, 87, 982, 775, 776, 241, 914, 577, 265, 920, 251, 220, 222, 191, 193, 195, 781, 438, 637, 478, 709, 513, 304]"
214,4.18688484252,7,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475, 1477, 1382, 1551, 1104, 1336, 2047]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451, 453, 358, 527, 80, 312, 1023]"
215,4.30401082677,6,"[1185, 1056, 1027, 1772, 1103, 1269, 1090, 1771, 1294, 1199, 1300, 2011, 1084, 1410, 1412, 1125, 1614, 1495, 1566, 1343, 1858, 1926, 2033, 1552, 1105, 1719, 1720, 1472, 1674, 1261, 1486, 1299, 1882, 1147, 1664, 1097, 1840, 1171, 1140, 1142, 1111, 1217, 1219, 1805, 1462, 1661, 1502, 1733, 1537, 1328, 1622, 1623, 1663, 1993, 1260, 1421, 1423, 1394, 1593, 1434, 1281, 1770, 1357, 1070, 1978, 1288, 1999, 1522, 1427, 1429, 1334, 2015, 1792, 1862, 1863, 1903, 1777, 1973, 1352, 1783, 1306, 1213, 1118, 1376, 1025, 1188, 1613, 1270, 1981, 1310, 1122, 1029, 1446, 1615, 1168, 1400, 1599, 1696, 1508, 1510, 1479, 1041, 1465, 1956, 2024, 2034, 1075, 1747, 1945, 1762, 1195, 1554, 1141, 1366, 1368, 1081, 1986, 1897, 1898, 1491, 1699, 1908, 1976, 1610, 1387, 1200, 1425, 1914]",128,"[161, 32, 3, 748, 79, 245, 66, 747, 270, 175, 276, 987, 60, 386, 388, 101, 590, 471, 542, 319, 834, 902, 1009, 528, 81, 695, 696, 448, 650, 237, 462, 275, 858, 123, 640, 73, 816, 147, 116, 118, 87, 193, 195, 781, 438, 637, 478, 709, 513, 304, 598, 599, 639, 969, 236, 397, 399, 370, 569, 410, 257, 746, 333, 46, 954, 264, 975, 498, 403, 405, 310, 991, 768, 838, 839, 879, 753, 949, 328, 759, 282, 189, 94, 352, 1, 164, 589, 246, 957, 286, 98, 5, 422, 591, 144, 376, 575, 672, 484, 486, 455, 17, 441, 932, 1000, 1010, 51, 723, 921, 738, 171, 530, 117, 342, 344, 57, 962, 873, 874, 467, 675, 884, 952, 586, 363, 176, 401, 890]"
216,3.45535714286,4,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181]",64,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157]"
217,4.18897637795,6,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 32, 3, 748, 79, 245, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451]"
218,4.18897637795,6,"[1024, 1153, 1058, 1739, 1262, 1167, 1268, 1979, 1052, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1185, 1187, 1348, 1773, 1430, 1629, 1470, 2017, 1701, 1296, 1590, 1591, 2032, 1631, 1961, 1228, 1389, 1391, 1362, 1561, 1402, 1249, 1738, 1325, 1038, 1363, 1946, 1211, 1256, 1967, 1490, 1395, 1397, 1302, 1983, 1760, 1830, 1831, 1871, 1264, 1745, 1941, 1735, 1320, 1751, 1274, 1179, 1181, 1086, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1056, 1027, 1772, 1103, 1269, 1852, 1373, 1345, 1060, 1285, 1774, 1143, 1726, 1503, 1475]",128,"[0, 129, 34, 715, 238, 143, 244, 955, 28, 2, 483, 716, 47, 213, 796, 317, 161, 163, 324, 749, 406, 605, 446, 993, 677, 272, 566, 567, 1008, 607, 937, 204, 365, 367, 338, 537, 378, 225, 714, 301, 14, 339, 922, 187, 232, 943, 466, 371, 373, 278, 959, 736, 806, 807, 847, 240, 721, 917, 711, 296, 727, 250, 155, 157, 62, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 32, 3, 748, 79, 245, 828, 349, 321, 36, 261, 750, 119, 702, 479, 451]"
219,4.2030019685,6,"[1153, 1026, 1507, 1740, 1071, 1237, 1820, 1341, 1504, 1155, 1316, 1741, 1398, 1597, 1438, 1378, 1380, 1093, 1582, 1463, 2046, 1311, 1826, 1894, 2001, 2032, 1073, 1687, 1688, 1440, 1642, 1229, 1454, 1267, 1850, 1115, 1632, 1065, 1808, 1139, 1108, 1110, 1079, 1600, 1767, 1768, 1233, 1906, 1569, 1974, 1736, 1257, 1912, 1243, 1212, 1214, 1183, 1121, 1707, 1230, 1135, 1236, 1947, 1532, 1313, 1028, 1253, 1742, 1111, 1694, 1471, 1443, 1445, 1350, 2031, 1072, 1304, 2015, 1763, 1959, 1170, 1650, 1720, 1721, 1697, 1514, 1585, 1364, 1525, 1527, 1176, 1857, 1576, 1577, 2018, 1394, 1619, 1815, 1737, 1066, 1200, 1625, 1404, 1053, 1055, 1344, 1505, 1156, 1581, 1238, 1949, 1278, 1090, 1509, 1414, 1583, 1136, 1368, 1567, 1664, 1476, 1478, 1447, 2000, 1521, 1433, 1924, 1992]",128,"[129, 2, 483, 716, 47, 213, 796, 317, 480, 131, 292, 717, 374, 573, 414, 354, 356, 69, 558, 439, 1022, 287, 802, 870, 977, 1008, 49, 663, 664, 416, 618, 205, 430, 243, 826, 91, 608, 41, 784, 115, 84, 86, 55, 576, 743, 744, 209, 882, 545, 950, 712, 233, 888, 219, 188, 190, 159, 97, 683, 206, 111, 212, 923, 508, 289, 4, 229, 718, 87, 670, 447, 419, 421, 326, 1007, 48, 280, 991, 739, 935, 146, 626, 696, 697, 673, 490, 561, 340, 501, 503, 152, 833, 552, 553, 994, 370, 595, 791, 713, 42, 176, 601, 380, 29, 31, 320, 481, 132, 557, 214, 925, 254, 66, 485, 390, 559, 112, 344, 543, 640, 452, 454, 423, 976, 497, 409, 900, 968]"
